"id","hip","bf","proper","ra","dec","dist","mag","ci","con"
0,,"",Sol,0.0,0.0,0.0,-26.7,0.656,""
25,25,"","",0.0053,-44.290561,81.367,6.28,0.763,Phe
34,34,"","",0.006638,26.918108,74.6269,6.43,0.514,Peg
43,43,"","",0.008593,59.559679,136.2398,6.18,1.032,Cas
50,50,"","",0.009533,-53.097713,59.4177,6.49,0.616,Phe
63,63,"","",0.012119,45.253334,187.9699,6.36,-0.047,And
88,88,Tau Phe,"",0.017941,-48.809876,181.8182,5.71,0.911,Phe
106,106,"","",0.022013,49.981558,199.6008,6.22,0.97,Cas
107,107,"","",0.022255,-50.337373,166.3894,5.53,1.615,Phe
122,122,The Oct,"",0.026616,-77.065724,66.5779,4.78,1.254,Oct
124,124,"","",0.026949,61.222801,943.3962,5.58,0.407,Cas
128,128,"","",0.027597,73.611846,70.7714,6.5,0.182,Cep
137,137,"","",0.028847,42.367144,374.5318,6.25,-0.042,And
145,145,"29    Psc","",0.030402,-3.027504,139.2758,5.13,-0.128,Psc
154,154,"30    Psc","",0.032672,-6.014072,132.4503,4.37,1.631,Psc
171,171,"85    Peg","",0.036139,27.082256,12.1699,5.8,0.69,Peg
183,183,Zet Scl,"",0.038867,-29.720414,154.0832,5.04,-0.15,Scl
186,186,"31    Psc","",0.040046,8.956824,122.8501,6.33,0.182,Psc
194,194,"32    Psc","",0.041584,8.485463,36.9004,5.7,0.315,Psc
208,207,"","",0.043357,66.098966,100000.0,5.87,1.073,Cas
238,238,"","",0.049301,-20.045882,61.1621,6.25,0.526,Cet
253,253,"","",0.052181,-24.145145,203.666,6.46,1.176,Cet
274,274,"","",0.057143,63.64052,763.3588,6.24,0.332,Cas
300,301,"2    Cet","",0.06233,-17.335988,83.4725,4.55,-0.047,Cet
302,302,"","",0.064342,66.712183,265.9574,6.31,1.629,Cep
330,330,"9    Cas","",0.070462,62.287664,100000.0,5.9,0.274,Cas
343,343,"","",0.072165,-16.529036,90.6618,5.78,1.084,Cet
345,345,"","",0.07231,-29.268822,124.8439,6.38,0.006,Scl
355,355,"3    Cet","",0.075033,-10.509523,641.0256,4.99,1.619,Cet
366,365,"","",0.07683,42.09253,386.1004,6.11,0.159,And
377,377,"","",0.078131,-71.436891,175.4386,5.59,-0.1,Tuc
379,379,"","",0.078304,67.166445,92.6784,5.68,1.051,Cep
394,394,"","",0.081573,34.659797,39.185,6.09,0.632,And
399,399,"","",0.08222,26.648764,200.0,6.25,1.368,Peg
410,410,"","",0.083662,27.674784,168.0672,6.47,0.946,Peg
417,417,"","",0.084395,-0.503035,138.8889,6.32,1.099,Psc
418,418,"","",0.085039,61.31397,221.7295,5.8,-0.067,Cas
441,443,"33    Psc","",0.088928,-5.707618,39.4945,4.61,1.029,Psc
475,476,"86    Peg","",0.094989,13.396266,114.2857,5.55,0.901,Peg
517,518,"","",0.104356,58.436733,21.4777,5.98,0.687,Cas
521,522,"","",0.105277,-49.075191,25.7136,5.7,0.519,Phe
530,531,"10    Cas","",0.10737,64.196168,265.9574,5.57,-0.023,Cas
543,544,"","",0.110209,29.021502,13.6705,6.07,0.752,And
559,560,"","",0.113911,-23.10754,39.3856,6.19,0.386,Cet
601,602,"","",0.121741,-17.38699,176.0563,6.2,0.133,Cet
634,635,"","",0.12892,-2.548679,183.4862,6.43,-0.146,Psc
635,636,"","",0.129693,-22.50856,78.3699,5.93,0.141,Cet
654,655,"","",0.134303,-33.529326,94.9668,5.67,1.119,Scl
663,664,"","",0.136693,-2.447711,279.3296,6.18,1.366,Psc
670,671,"","",0.138204,-8.824112,98.4252,5.99,1.034,Cet
676,677,"21Alp And",Alpheratz,0.139791,29.090432,29.7442,2.07,-0.038,And
693,695,"","",0.142462,63.20404,369.0037,6.41,0.998,Cas
694,696,"","",0.142638,-17.578155,578.0347,6.11,1.664,Cet
697,699,"","",0.14471,36.627125,32.4465,6.21,0.504,And
714,716,"","",0.147814,25.462985,138.5042,6.24,0.976,Peg
726,728,"","",0.150045,28.247543,110.8647,6.47,0.242,Peg
727,729,"87    Peg","",0.150672,18.211963,87.4126,5.57,1.043,Peg
728,730,"","",0.15066,-54.001931,128.3697,6.32,0.738,Phe
744,746,"11Bet Cas",Caph,0.152887,59.14978,16.7842,2.28,0.38,Cas
758,760,"","",0.155525,79.714545,105.4852,6.01,0.203,Cep
759,761,Kap1Scl,"",0.155851,-27.987928,77.4593,5.42,0.414,Scl
763,765,Eps Phe,"",0.156836,-45.747426,44.2087,3.88,1.013,Phe
796,798,"","",0.164474,-62.296794,132.2751,6.34,0.164,Tuc
811,813,"34    Psc","",0.167278,11.145813,93.633,5.54,-0.064,Psc
812,814,Gam3Oct,"",0.167293,-82.224047,78.064,5.29,1.049,Oct
838,840,"","",0.171908,-5.248588,58.309,5.84,0.973,Psc
839,841,"22    And","",0.172012,46.072272,377.3585,5.01,0.405,And
871,873,"","",0.178565,-12.579897,75.0188,5.84,1.0,Cet
908,910,"6    Cet","",0.187739,-15.467977,18.7477,4.89,0.487,Cet
928,930,Kap2Scl,"",0.192894,-27.799737,243.309,5.41,1.346,Scl
948,950,The Scl,"",0.195552,-35.133119,21.2766,5.24,0.459,Scl
965,967,"","",0.199741,48.152396,202.0202,6.18,1.467,And
981,983,"","",0.202773,-17.938278,190.8397,5.29,1.478,Cet
1007,1009,"","",0.209484,44.707195,140.8451,6.5,1.112,And
1065,1067,"88Gam Peg",Algenib,0.220598,15.183596,120.048,2.83,-0.19,Peg
1072,1074,"","",0.222099,-84.993978,298.5075,5.78,1.71,Oct
1074,1076,"","",0.223312,26.987545,131.406,6.24,0.68,And
1084,1086,"23    And","",0.22524,41.03537,34.904,5.71,0.331,And
1094,1096,"","",0.228401,-26.022345,396.8254,5.94,1.548,Scl
1097,1099,"","",0.228994,-26.284959,265.252,6.14,1.49,Scl
1121,1123,"","",0.233967,33.206039,103.1992,6.22,0.009,And
1156,1158,"","",0.241008,-7.780532,178.5714,5.13,1.601,Cet
1166,1168,"89Chi Peg","",0.243378,20.206702,112.8668,4.79,1.572,Peg
1169,1170,"7    Cet","",0.244005,-18.932866,137.1742,4.44,1.64,Cet
1189,1191,"","",0.248476,-9.569571,103.8422,5.77,-0.084,Cet
1191,1193,"","",0.24886,22.284225,140.8451,6.25,-0.004,Peg
1193,1195,"","",0.249515,-34.904223,194.5525,6.17,1.344,Scl
1194,1196,"35    Psc","",0.249677,8.820962,77.7605,6.02,0.312,Psc
1206,1208,"","",0.25193,31.535725,286.533,6.34,1.555,And
1213,1215,"","",0.252934,27.28344,135.1351,6.35,-0.002,And
1266,1269,"","",0.265239,61.000172,132.9787,6.43,0.838,Cas
1267,1268,"","",0.265257,-75.911615,189.3939,6.49,0.983,Hyi
1286,1288,"","",0.269126,-31.446394,152.207,5.66,1.35,Scl
1293,1296,"","",0.270527,76.950755,192.3077,6.35,-0.044,Cep
1300,1302,"","",0.272645,43.595049,106.4963,6.12,0.068,And
1317,1319,"36    Psc","",0.276122,8.240154,125.0,6.12,0.919,Psc
1329,1331,"","",0.278429,-20.210061,182.8154,6.5,-0.108,Cet
1351,1354,"","",0.282513,61.533185,190.1141,5.74,0.898,Cas
1363,1366,"24The And","",0.284863,38.681636,94.697,4.61,0.059,And
1369,1372,"","",0.285845,47.947405,343.6426,5.86,-0.079,Cas
1399,1402,"","",0.292417,-19.051092,48.4966,6.46,0.386,Cet
1412,1415,"","",0.295295,51.43309,735.2941,6.11,-0.151,Cas
1418,1421,"","",0.296583,1.688727,117.3709,6.19,0.937,Psc
1462,1465,"","",0.304791,11.206214,153.8462,6.07,1.036,Psc
1470,1473,"25Sig And","",0.305463,36.785224,41.3223,4.51,0.054,And
1490,1493,"","",0.310625,31.517227,166.6667,5.88,-0.014,And
1496,1499,"","",0.311629,-8.053001,23.245,6.47,0.674,Cet
1498,1501,"26    And","",0.311712,43.791141,202.8398,6.1,-0.074,And
1499,1502,"","",0.31182,-43.235571,112.4859,6.33,1.21,Phe
1559,1562,"8Iot Cet","",0.323799,-8.823921,84.1751,3.56,1.214,Cet
1571,1575,"","",0.328212,40.729461,175.1313,6.35,1.179,And
1595,1599,Zet Tuc,"",0.334142,-64.874791,8.5866,4.23,0.576,Tuc
1626,1630,"","",0.340111,30.935614,159.7444,5.89,-0.098,And
1635,1639,"","",0.341924,48.968633,218.3406,6.46,0.564,Cas
1641,1645,"41    Psc","",0.343295,8.190271,125.0,5.38,1.343,Psc
1643,1647,Pi  Tuc,"",0.344178,-69.624913,97.561,5.5,-0.046,Tuc
1653,1657,"","",0.345978,32.911186,191.9386,5.79,1.595,And
1682,1686,"27Rho And","",0.352017,37.968603,48.5437,5.16,0.442,And
1702,1706,"","",0.357986,-77.426873,174.8252,5.96,1.397,Hyi
1704,1708,Iot Scl,"",0.358665,-28.981469,101.3171,5.18,1.006,Scl
1724,1728,"","",0.362853,-20.058024,270.2703,5.61,1.58,Cet
1768,1772,"42    Psc","",0.373745,13.482488,153.8462,6.25,1.225,Psc
1799,1803,"9    Cet","",0.381051,-12.209438,20.8638,6.39,0.659,Cet
1817,1821,"","",0.384554,-15.942556,337.8378,6.43,1.595,Cet
1916,1921,"","",0.404348,52.019914,306.7485,5.58,-0.11,Cas
1934,1939,"","",0.408236,-2.219064,151.7451,6.08,1.216,Psc
1943,1948,"","",0.410599,14.315514,180.5054,6.48,1.161,Psc
1955,1960,"12    Cas","",0.413193,61.831057,215.0538,5.38,0.008,Cas
1977,1982,"","",0.418445,53.046786,158.2278,5.72,-0.056,Cas
2000,2006,"44    Psc","",0.423391,1.939692,144.0922,5.77,0.855,Psc
2016,2021,Bet Hyi,"",0.427916,-77.254247,7.4588,2.82,0.618,Hyi
2069,2072,Kap Phe,"",0.436716,-43.679829,23.8095,3.93,0.175,Phe
2076,2081,Alp Phe,Ankaa,0.438056,-42.305981,25.974,2.4,1.083,Phe
2081,2086,"","",0.439375,-18.693632,483.0918,6.24,1.622,Cet
2095,2100,"10    Cet","",0.443726,-0.049533,138.3126,6.16,0.893,Cet
2153,2159,"","",0.454085,-25.54717,176.0563,5.99,1.022,Scl
2173,2178,"","",0.45863,16.025483,117.2333,6.44,0.23,Psc
2204,2210,Eta Scl,"",0.465472,-33.007167,138.5042,4.86,1.634,Scl
2207,2213,"","",0.466241,19.514039,172.117,6.4,0.99,Psc
2213,2219,"47    Psc","",0.467475,17.893125,162.0746,5.01,1.584,Psc
2218,2224,"48    Psc","",0.470195,16.445065,233.6449,6.05,1.58,Psc
2220,2225,"","",0.470454,44.394452,86.6551,5.18,0.043,And
2229,2235,"","",0.472236,10.189848,36.5497,6.05,0.447,Psc
2231,2237,"","",0.472528,-20.335051,32.1958,6.44,0.594,Cet
2234,2240,"","",0.474027,-39.915002,115.2074,5.42,1.556,Phe
2250,2256,"","",0.478632,-50.532859,125.3133,6.26,1.09,Phe
2264,2270,"","",0.482406,36.899694,162.0746,6.28,0.916,And
2331,2337,"","",0.497748,-14.864109,42.7533,6.15,0.388,Cet
2347,2353,"12    Cet","",0.500655,-3.957332,173.913,5.72,1.545,Cet
2349,2355,"28    And","",0.502045,29.751557,62.7746,5.2,0.271,And
2371,2377,"","",0.505534,59.977554,235.8491,5.94,-0.003,Cas
2375,2381,"","",0.506293,-23.78768,53.1067,5.17,0.128,Cet
2377,2383,"","",0.507242,-48.21491,43.0849,5.67,0.367,Phe
2382,2388,"","",0.507729,-40.939586,129.5337,6.18,0.315,Phe
2416,2422,"","",0.51511,77.019404,38.506,6.18,0.883,Cas
2466,2472,Lam1Phe,"",0.523594,-48.803514,52.9661,4.76,0.018,Phe
2468,2474,"13    Cas","",0.52367,66.519617,233.1002,6.18,-0.1,Cas
2469,2475,"","",0.523787,33.581642,116.144,5.88,1.133,And
2478,2484,Bet1Tuc,"",0.525725,-62.958218,41.4079,4.36,-0.064,Tuc
2479,2487,Bet2Tuc,"",0.525946,-62.965561,51.6529,4.53,0.147,Tuc
2491,2497,"","",0.528105,52.839526,116.8224,5.59,1.163,Cas
2499,2505,"14Lam Cas","",0.529539,54.522289,115.7407,4.74,-0.098,Cas
2543,2548,"51    Psc","",0.539939,6.955463,80.9717,5.69,-0.014,Psc
2562,2568,"52    Psc","",0.543189,20.294316,80.0,5.38,1.069,Psc
2572,2578,Bet3Tuc,"",0.545512,-63.0315,45.5581,5.07,0.038,Tuc
2577,2583,"","",0.546969,28.280241,158.4786,6.26,0.965,And
2592,2599,"15Kap Cas","",0.549997,62.931783,100000.0,4.17,0.13,Cas
2605,2611,"","",0.552879,54.894985,114.1553,5.93,1.037,Cas
2622,2628,"","",0.55534,70.981843,151.7451,6.41,-0.007,Cas
2623,2629,The Tuc,"",0.556463,-71.266246,130.039,6.11,0.265,Tuc
2655,2661,"","",0.561401,-29.558278,165.0165,5.55,1.262,Scl
2657,2663,"","",0.56217,-35.002078,33.1126,6.41,0.617,Scl
2701,2707,"16    Cas","",0.573583,66.750351,189.7533,6.47,-0.049,Cas
2705,2711,"","",0.574374,-52.37309,25.4842,5.57,0.472,Phe
2728,2734,"","",0.582046,13.371137,109.6491,6.39,1.136,Psc
2756,2762,"13    Cet","",0.587466,-3.592846,21.254,5.2,0.567,Cet
2781,2787,"14    Cet","",0.592454,-0.50561,54.4959,5.94,0.444,Cet
2783,2789,"","",0.592591,-54.821873,70.7714,6.04,1.001,Phe
2796,2802,Lam2Phe,"",0.594767,-48.000907,34.8189,5.51,0.461,Phe
2826,2832,"","",0.598557,13.207067,37.5657,6.32,0.517,Psc
2840,2846,"","",0.600877,-14.973035,115.3403,6.45,1.063,Cet
2846,2852,"","",0.601906,-22.842333,48.8759,6.06,0.297,Cet
2848,2854,"","",0.602306,54.16845,164.4737,5.08,-0.098,Cas
2870,2876,"","",0.607595,60.326215,100000.0,5.78,0.294,Cas
2882,2889,"","",0.610449,-65.124445,211.8644,6.43,1.26,Tuc
2894,2900,"","",0.612903,44.488587,189.0359,5.14,1.587,And
2897,2903,"53    Psc","",0.613142,15.231725,318.4713,5.89,-0.146,Psc
2906,2912,"29Pi  And","",0.61468,33.719344,183.4862,4.34,-0.123,And
2914,2920,"17Zet Cas",Fulu,0.616188,53.896909,181.8182,3.69,-0.196,Cas
2920,2926,"","",0.618664,24.014136,112.7396,6.18,1.17,And
2931,2937,"","",0.621727,-54.393819,146.8429,6.4,0.995,Phe
2935,2941,"","",0.622393,-24.767267,15.4012,5.57,0.715,Cet
2936,2942,"","",0.622561,35.399501,259.7403,5.45,0.886,And
2947,2954,"","",0.625136,3.135351,223.2143,6.43,1.339,Psc
3025,3031,"30Eps And","",0.642602,29.311751,50.226,4.34,0.871,And
3050,3056,"","",0.646883,-25.107819,273.9726,6.43,1.482,Scl
3077,3083,"","",0.652748,49.354589,641.0256,5.45,1.644,Cas
3086,3092,"31Del And","",0.655462,30.861024,32.352,3.27,1.268,And
3087,3093,"54    Psc","",0.656063,21.250472,11.0595,5.88,0.85,Psc
3126,3132,"","",0.663247,82.493762,33.2557,6.38,0.551,Cep
3130,3137,"","",0.664428,-44.796293,94.162,6.0,1.142,Phe
3132,3138,"55    Psc","",0.665436,21.438495,127.0648,5.36,1.16,Psc
3163,3170,"","",0.673659,-59.454604,24.9563,5.89,0.564,Tuc
3168,3175,"","",0.674606,-16.516676,146.4129,6.49,0.91,Cet
3172,3179,"18Alp Cas",Schedar,0.675116,56.537331,69.979,2.24,1.17,Cas
3178,3185,"","",0.675771,-23.804876,28.885,6.14,0.718,Cet
3186,3193,"","",0.678437,-4.351841,144.5087,5.9,1.091,Cet
3224,3231,"32    And","",0.68533,39.458664,108.8139,5.3,0.891,And
3238,3245,Mu  Phe,"",0.688766,-46.085007,75.358,4.59,0.953,Phe
3262,3269,"","",0.693343,24.629008,126.7427,6.06,0.298,And
3271,3277,Xi  Phe,"",0.69621,-56.501315,67.0241,5.72,0.131,Phe
3292,3299,"","",0.700953,66.147592,158.4786,5.83,1.042,Cas
3293,3300,"19Xi  Cas","",0.701081,50.512526,438.5965,4.8,-0.105,Cas
3323,3330,Rho Tuc,"",0.707869,-65.46803,41.0341,5.38,0.515,Tuc
3327,3334,"","",0.708618,58.753411,336.7003,6.18,-0.004,Cas
3345,3352,"","",0.711609,-60.262807,70.8215,5.99,1.318,Tuc
3347,3356,Lam1Scl,"",0.711914,-38.463483,145.1379,6.05,-0.024,Scl
3398,3405,Eta Phe,"",0.722567,-57.46306,75.5287,4.36,0.024,Phe
3407,3414,"20Pi  Cas","",0.724466,47.024546,53.6769,4.95,0.17,Cas
3413,3419,"16Bet Cet",Diphda,0.72649,-17.986605,29.5334,2.04,1.019,Cet
3429,3436,"","",0.73058,-12.011813,56.4016,6.01,1.107,Cet
3448,3455,"17Phi1Cet","",0.7365,-10.60955,71.6332,4.77,0.998,Cet
3449,3456,Lam2Scl,"",0.736683,-38.421686,103.8422,5.9,1.144,Scl
3471,3478,"","",0.740612,47.863984,191.2046,5.66,-0.113,Cas
3481,3489,"","",0.742107,-62.497591,87.6424,6.06,0.446,Tuc
3496,3504,"22Omi Cas","",0.74542,48.284364,215.5172,4.48,-0.069,Cas
3497,3505,"","",0.745666,-22.006135,26.7451,5.22,0.35,Cet
3513,3521,"","",0.749187,-42.676558,64.3915,5.94,0.297,Phe
3519,3527,"","",0.749959,-53.714895,46.5983,6.15,0.524,Phe
3536,3544,"","",0.754774,55.221396,98.8142,5.41,0.022,Cas
3544,3552,"","",0.756702,-4.62916,253.8071,6.15,1.652,Cet
3551,3559,"18    Cet","",0.757969,-12.88081,30.9981,6.15,0.603,Cet
3564,3572,"21    Cas","",0.760862,74.988073,93.0233,5.64,0.078,Cas
3568,3576,"","",0.761585,-16.42422,89.0472,6.47,0.314,Cet
3575,3583,"","",0.76265,-47.551985,15.1584,5.8,0.635,Phe
3596,3604,"","",0.769669,44.861497,131.0616,6.03,-0.063,And
3599,3607,"","",0.769929,-22.522097,93.2836,5.49,0.978,Cet
3624,3632,"57    Psc","",0.775822,15.475504,238.0952,5.36,1.559,Psc
3632,3641,"","",0.777313,69.325408,40.7498,6.39,0.424,Cas
3641,3649,"","",0.778462,59.574539,934.5794,6.41,1.081,Cas
3667,3675,"58    Psc","",0.783738,11.973849,86.8056,5.51,0.987,Psc
3677,3685,"59    Psc","",0.787118,19.578702,100.6036,6.11,0.27,Psc
3685,3693,"34Zet And","",0.788981,24.267178,58.0046,4.08,1.1,And
3689,3697,"60    Psc","",0.789898,6.740956,141.2429,5.98,0.941,Psc
3709,3717,"","",0.795339,-18.061339,108.9325,5.7,1.3,Cet
3713,3721,"23    Cas","",0.796119,74.847573,236.4066,5.42,-0.066,Cas
3733,3741,"","",0.800296,-21.722492,105.1525,5.57,-0.058,Cet
3742,3750,"","",0.802487,72.674482,61.237,5.86,1.01,Cas
3752,3760,"62    Psc","",0.804836,7.299928,177.6199,5.92,1.104,Psc
3759,3765,"","96 G. Psc",0.806382,5.280615,7.4549,5.74,0.89,Psc
3773,3781,Lam Hyi,"",0.809777,-74.923438,64.9351,5.09,1.345,Hyi
3778,3786,"63Del Psc","",0.811373,7.585079,95.4198,4.44,1.5,Psc
3793,3801,"25Nu  Cas","",0.813892,50.968168,126.2626,4.9,-0.091,Cas
3799,3807,"","",0.815758,-46.697648,129.5337,6.28,0.897,Phe
3802,3810,"64    Psc","",0.816308,16.940644,23.4522,5.07,0.502,Psc
3814,3821,"24Eta Cas",Achird,0.81826,57.815187,5.9531,3.46,0.587,Cas
3825,3834,"","",0.82054,-24.136672,57.9039,5.9,0.944,Cet
3841,3849,"","",0.823782,-13.561274,85.1064,5.59,1.325,Cet
3848,3858,"","",0.825953,-23.362144,234.192,6.27,0.132,Cet
3871,3881,"35Nu  And","",0.830234,41.078911,189.3939,4.53,-0.136,And
3875,3885,"65    Psc","",0.831433,27.710286,88.574,5.55,0.398,Psc
3893,3903,"","",0.834379,-43.394921,108.5776,6.49,0.286,Phe
3899,3909,"19Phi2Cet","",0.835443,-10.644326,15.753,5.17,0.514,Cet
3909,3919,"","",0.838403,45.002258,100.3009,6.13,0.043,And
3939,3949,Rho Phe,"",0.844768,-50.986816,74.239,5.24,0.356,Phe
3941,3951,"","",0.845442,64.247549,196.0784,5.35,0.528,Cas
3955,3965,"","",0.849263,51.508032,67.2948,6.38,0.307,Cas
3978,3988,"","",0.854551,61.805494,100000.0,6.04,1.88,Cas
3982,3992,"","",0.85509,3.38502,137.931,6.39,1.069,Psc
4013,4023,"","",0.859386,51.571427,306.7485,6.22,0.032,Cas
4095,4104,"","",0.877951,-24.005844,171.2329,5.47,1.275,Cet
4137,4147,"20    Cet","",0.883471,-1.14426,179.8561,4.78,1.55,Cet
4142,4151,"","",0.884511,61.12397,18.7441,4.8,0.54,Cas
4154,4164,"","",0.886793,-24.776876,73.5835,6.44,0.439,Cet
4175,4185,"","",0.891173,37.418209,107.8749,6.07,1.139,And
4190,4200,"","",0.893839,-62.871352,218.3406,5.73,1.574,Tuc
4202,4212,"","",0.896547,52.689293,88.4173,6.27,0.191,Cas
4247,4257,"21    Cet","",0.904887,-8.740662,131.406,6.15,0.911,Cet
4257,4267,"66    Psc","",0.909785,19.188417,108.1081,5.8,-0.016,Psc
4273,4283,"","",0.914667,83.707435,87.7193,5.59,0.105,Cep
4278,4288,"36    And","",0.916139,23.628335,37.9795,5.46,1.012,And
4282,4292,"26Ups1Cas","",0.916715,58.972698,100.7049,4.83,1.216,Cas
4283,4293,Lam2Tuc,"",0.916751,-69.527084,68.0272,5.45,1.095,Tuc
4288,4298,"","",0.918114,48.67852,207.4689,6.28,1.681,Cas
4307,4317,"","",0.920742,24.557062,173.913,6.19,1.546,Psc
4336,4346,"","",0.928444,-7.347149,184.5018,5.88,1.52,Cet
4353,4363,"","",0.932093,-27.775839,292.3977,6.11,1.674,Scl
4356,4366,"67    Psc","",0.93292,27.209381,77.7605,6.08,0.133,Psc
4361,4371,"22Phi3Cet","",0.933747,-11.266526,168.9189,5.35,1.505,Cet
4372,4382,"","",0.935867,13.95196,125.1564,6.46,0.962,Psc
4373,4383,"","",0.936931,57.996557,198.8072,6.2,1.376,Cas
4412,4422,"28Ups2Cas",Castula,0.944432,59.181056,61.2745,4.62,0.957,Cas
4417,4427,"27Gam Cas",Cih,0.945143,60.71674,168.3502,2.15,-0.046,Cas
4426,4436,"37Mu  And","",0.945885,38.499345,39.7772,3.86,0.13,And
4430,4440,"","",0.946377,60.362836,165.0165,5.56,-0.054,Cas
4436,4446,"","",0.948624,68.775657,64.8929,6.39,0.375,Cas
4453,4463,"38Eta And","",0.953445,23.417648,70.4225,4.4,0.94,And
4465,4475,"","",0.955435,61.421895,198.8072,6.44,0.94,Cas
4490,4501,"","",0.961012,45.839379,134.0483,6.1,1.028,And
4500,4510,"68    Psc","",0.963931,28.992217,198.8072,5.44,1.076,Psc
4510,4520,"","",0.965142,13.695865,148.5884,6.3,0.895,Psc
4542,4552,"","",0.970615,33.950885,56.3698,5.99,1.0,And
4548,4558,"","",0.971915,21.404495,129.7017,6.47,0.089,Psc
4553,4563,"","",0.972834,-60.696239,171.2329,6.23,0.096,Tuc
4562,4572,"","",0.975285,66.351793,107.4114,5.97,-0.008,Cas
4567,4577,Alp Scl,"",0.976766,-29.357449,238.0952,4.3,-0.154,Scl
4577,4587,"23Phi4Cet","",0.978852,-11.379975,98.0392,5.62,0.949,Cet
4645,4655,"","",0.997135,6.483225,332.2259,6.14,1.654,Psc
4665,4675,"","",1.000988,44.713243,119.0476,5.69,-0.01,And
4699,4709,"","",1.008587,70.982988,109.4092,6.4,0.135,Cas
4760,4770,Xi  Scl,"",1.02174,-38.916527,157.4803,5.59,1.185,Scl
4776,4786,"","",1.024179,49.54422,322.5806,6.48,1.099,Cas
4791,4801,"","",1.027401,-16.265573,92.8505,6.47,1.184,Cet
4819,4829,Ome Phe,"",1.033838,-57.002389,120.6273,6.12,0.935,Phe
4834,4844,"","",1.038463,51.034938,226.2443,6.48,0.122,Cas
4842,4852,Sig Scl,"",1.040674,-31.552005,71.2251,5.5,0.083,Scl
4869,4879,"","",1.04525,-65.456102,265.9574,6.25,1.634,Tuc
4879,4889,"69Sig Psc","",1.046971,31.804263,132.9787,5.5,-0.043,Psc
4880,4890,"","",1.046997,-46.397311,73.0994,5.39,0.9,Phe
4893,4903,"39    And","",1.048407,41.345157,107.2961,5.95,0.161,And
4896,4906,"71Eps Psc","",1.049058,7.890135,55.7414,4.27,0.952,Psc
4901,4911,"","",1.050423,47.376158,96.0615,6.46,0.248,And
4904,4914,"25    Cet","",1.050705,-4.836601,102.2495,5.4,1.106,Cet
4922,4932,"","",1.054918,-29.525848,130.039,6.28,0.932,Scl
4951,4962,"","",1.06028,61.074823,613.4969,5.92,0.512,Cas
4970,4979,"26    Cet","",1.063619,1.366846,60.1323,6.06,0.271,Cet
4988,4998,"","",1.06733,52.502161,326.7974,5.99,1.447,Cas
5011,5021,"","",1.072084,61.580184,80.7754,5.83,0.569,Cas
5024,5034,"","",1.074339,29.658806,44.287,6.2,0.443,Psc
5032,5042,"","",1.075717,-33.532845,163.6661,6.44,1.071,Scl
5064,5074,"73    Psc","",1.081288,5.656262,199.6008,6.03,1.525,Psc
5071,5081,"72    Psc","",1.084821,14.946133,54.5852,5.64,0.42,Psc
5111,5121,"27    Cet","",1.093579,-9.979323,92.9368,6.09,1.012,Cet
5121,5131,"74Psi1Psc","",1.094709,21.473181,84.317,5.33,0.003,Psc
5122,5132,"74Psi1Psc","",1.094919,21.465442,85.9107,5.55,-0.048,Psc
5130,5141,"77    Psc","",1.097008,4.908372,40.6339,6.35,0.383,Psc
5154,5165,Bet Phe,"",1.101407,-46.718414,100000.0,3.32,0.885,Phe
5155,5164,"28    Cet","",1.10143,-9.839354,180.8318,5.58,0.009,Cet
5160,5170,"","",1.102141,-23.992451,117.3709,6.12,1.076,Cet
5165,5175,"","",1.103111,32.181485,172.7116,6.28,1.308,Psc
5192,5204,"75    Psc","",1.109341,12.956039,133.3333,6.14,0.962,Psc
5229,5240,"","",1.116702,56.934972,99.108,6.41,1.188,Cas
5240,5251,"","",1.119292,53.498185,512.8205,6.31,1.499,Cas
5247,5259,"","",1.120255,-23.996334,68.7758,6.36,0.238,Cet
5257,5268,Iot Tuc,"",1.121838,-61.775289,93.2836,5.36,0.884,Tuc
5285,5296,"30    Cet","",1.129502,-9.78555,47.1476,5.71,0.446,Cet
5289,5300,Ups Phe,"",1.129957,-41.486916,56.9476,5.21,0.159,Phe
5299,5310,"79Psi2Psc","",1.132544,20.739113,47.3037,5.56,0.121,Psc
5304,5315,"","",1.13324,1.993042,48.4731,6.44,0.847,Cet
5306,5317,"41    And","",1.133559,43.942092,58.9623,5.04,0.109,And
5308,5319,"78    Psc","",1.133701,32.01213,41.3907,6.23,0.398,Psc
5325,5336,"30Mu  Cas","",1.137477,54.92034,7.554,5.17,0.704,Cas
5335,5346,"80    Psc","",1.1395,5.649819,35.2113,5.51,0.334,Psc
5337,5348,Zet Phe,Wurren,1.139742,-55.24576,91.5751,3.94,-0.12,Phe
5350,5361,"","",1.142627,58.263449,184.8429,5.77,-0.019,Cas
5353,5364,"31Eta Cet","",1.143164,-10.182264,37.9939,3.46,1.161,Cet
5361,5372,"","",1.145613,86.25709,85.9107,4.24,1.213,Cep
5399,5412,"","",1.15341,80.011579,135.318,6.24,0.922,Cep
5423,5434,"42Phi And","",1.158368,47.241792,219.7802,4.26,0.012,And
5436,5447,"43Bet And",Mirach,1.162194,35.620558,60.5327,2.07,1.576,And
5443,5454,"81Psi3Psc","",1.163667,19.658408,115.4734,5.57,0.697,Psc
5466,5477,"","",1.168715,-57.694419,125.6281,6.41,0.888,Phe
5472,5483,"","",1.169845,15.673912,165.0165,6.07,1.535,Psc
5474,5485,"32    Cet","",1.169985,-8.906135,118.624,6.4,1.029,Cet
