pl_name,hostname,hip,hd,snum,sy_dist,ra,dec,st_spectype,st_teff,st_rad,st_mass,st_lum,pl_orbsmax,pl_orbper,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,method,year
BD-08 2823 b,BD-08 2823,49067,,1,41.334,150.1972,-9.51657,,4816,0.71,0.5,,0.06,5.6,0.15,,12.713,,Radial Velocity,2009
BD-08 2823 c,BD-08 2823,49067,,1,41.334,150.1972,-9.51657,K3 V,4746,,0.74,,0.68,237.6,0.19,,104,,Radial Velocity,2009
BD-10 3166 b,BD-10 3166,,,1,84.407,164.61912,-10.77042,,5393,0.91,1.47,,0.04,3.48777,0.02,,187.52,,Radial Velocity,2000
BD+14 4559 b,BD+14 4559,104780,,1,49.352,318.401,14.68938,,4864,0.86,0.49,,0.78,268.94,0.29,,330.543,,Radial Velocity,2009
BD-17 63 b,BD-17 63,2247,,1,34.46,7.14135,-16.22733,,,,0.741,,,655.57,0.544,,1639.995,,Radial Velocity,2008
BD+20 2457 b,BD+20 2457,,,1,1539.71,154.18678,19.89126,K2 II,4137,49,2.8,3.17,1.45,379.63,0.15,,6807.63,,Radial Velocity,2009
BD+20 2457 c,BD+20 2457,,,1,1539.71,154.18678,19.89126,K2 II,4137,49,2.8,3.17,2.01,621.99,0.18,,3963.17,,Radial Velocity,2009
BD+48 738 b,BD+48 738,,,1,871.493,40.71029,49.58694,K0 III,4414,11,0.74,1.69,1,392.6,0.2,,289.225,,Radial Velocity,2011
bet Pic b,bet Pic,27321,39060,1,19.744,86.82123,-51.06615,,,,1.795,,10.018,8617.50952,0.106,,3727.809,,Imaging,2008
CoRoT-10 b,CoRoT-10,,,1,338.386,291.06368,0.74601,K1 V,5075,0.79,0.89,,0.1055,13.2406,0.53,10.87,874,600,Transit,2010
CoRoT-11 b,CoRoT-11,,,1,655.037,280.6873,5.93766,F6 V,6440,1.37,1.27,,0.0436,2.99433,0,16.03,740.51,1657,Transit,2010
CoRoT-12 b,CoRoT-12,,,1,1126.37,100.76569,-1.29644,,5675,1.116,1.078,,0.04016,2.82804,0.07,16.14,291.438,1442,Transit,2010
CoRoT-13 b,CoRoT-13,,,1,1148.93,102.72114,-5.08646,G0 V,5945,1.01,1.09,,0.051,4.03519,0,9.92,415.704,1700,Transit,2010
CoRoT-14 b,CoRoT-14,,,1,1744.6,103.4242,-5.53604,F9 V,6035,1.21,1.13,,0.027,1.51214,0,12.22,2415.4,1952,Transit,2010
CoRoT-17 b,CoRoT-17,,,1,1176.12,278.69924,-6.61229,G2 V,5740,1.59,1.04,,0.0461,3.7681,0,11.43,772.29,1626,Transit,2011
CoRoT-18 b,CoRoT-18,,,1,764.889,98.17242,-0.0316,G9 V,5440,1,0.95,,0.0295,1.90007,0.08,14.68,1102.82,1550,Transit,2011
CoRoT-19 b,CoRoT-19,,,1,790.663,97.0336,-0.17073,F9 V,6090,1.65,1.21,0.544,0.0518,3.89713,0.047,14.46,352.78,2000,Transit,2011
CoRoT-1 b,CoRoT-1,,,1,787.909,102.07986,-3.10214,G0 V,5950,1.11,0.95,,,1.50896,0,16.7,327.35,1898,Transit,2008
CoRoT-20 b,CoRoT-20,,,1,844.061,97.72042,0.22689,,,,1.14,,0.09,9.24285,0.59,,1366.669,,Transit,2011
CoRoT-23 b,CoRoT-23,,,1,1060.97,279.78266,4.35775,G0 V,5900,1.61,1.14,,0.048,3.6313,0.16,11.77,889.9,1660,Transit,2011
CoRoT-2 b,CoRoT-2,,,2,213.283,291.77705,1.38366,,5625,0.906,0.96,,0.02798,1.74299,0.014,16.432,1102.82,,Transit,2008
CoRoT-3 b,CoRoT-3,,,1,768.771,292.05528,0.12184,F3 V,6740,1.56,1.37,,,4.2568,0,11.32,6883.91,,Transit,2008
CoRoT-4 b,CoRoT-4,,,1,726.412,102.19462,-0.67279,,6190,1.17,1.16,,0.09,9.20205,0,13.34,228.83,1074,Transit,2008
CoRoT-5 b,CoRoT-5,,,1,882.472,101.27724,0.81522,F9 V,6100,1.186,1,,0.04947,4.0379,0.09,15.558,148.42,1438,Transit,2009
CoRoT-6 b,CoRoT-6,,,1,645.294,281.07256,6.66321,F9 V,6090,1.025,1.05,,0.0855,8.88659,0.1,13.068,940.74,1017,Transit,2009
CoRoT-7 b,CoRoT-7,,,1,159.906,100.95617,-1.06301,,5275,0.83,0.82,,,0.85359,0,1.681,4.077,,Transit,2009
Kepler-24 c,Kepler-24,,,1,1156.81,290.41326,38.34373,,6028,1.099,1.06,,,12.33,0.014,2.514,9.99,,Transit,2011
CoRoT-7 c,CoRoT-7,,,1,159.906,100.95617,-1.06301,,5256,0.864,0.899,-0.2894,0.046,3.698,0,,8.4,,Radial Velocity,2009
CoRoT-8 b,CoRoT-8,,,1,322.037,291.58857,1.4263,K1 V,5080,0.77,0.88,,0.063,6.21229,0,6.39,69.92,,Transit,2010
CoRoT-9 b,CoRoT-9,,,2,412.98,280.78665,6.20408,,5625,0.96,0.96,,0.4021,95.27266,0.133,11.949,266.977,420,Transit,2009
CT Cha b,CT Cha,,,1,190.72,166.0375,-76.45537,,,,,,440,,,24.66,5403,2600,Imaging,2007
DP Leo b,DP Leo,,,2,305.684,169.31622,17.96157,,,,0.69,,8.19,10220,0.39,,1922.79,,Eclipse Timing Variations,2009
eps Eri b,eps Eri,16537,22049,1,3.203,53.22843,-9.45817,K2 V,,,0.82,,3.53,2671,0.07,,209.767,,Radial Velocity,2000
eps Tau b,eps Tau,20889,28305,1,47.529,67.15466,19.18028,K0 III,4877,12.35,2.57,1.8927,1.878,585.82,0.076,,2285.186,,Radial Velocity,2006
gam1 Leo b,gam1 Leo,50583,89484,2,39.888,154.99321,19.84139,,4330,31.88,1.23,,1.19,428.5,0.144,,2790.43,,Radial Velocity,2009
gam Cep b,gam Cep,116727,222404,2,14.102,354.83582,77.6331,K1 III-IV,4775,4.74,1.27,,,913,0.15,,2097.667,,Radial Velocity,2003
GJ 1214 b,GJ 1214,,,1,14.643,258.8314,4.96068,,3101,0.216,0.182,-2.4089,0.01505,1.5804,0.006,2.733,8.41,567,Transit,2009
GJ 3021 b,GJ 3021,1292,1237,2,17.556,4.06343,-79.85142,G6 V,5540,0.9,0.9,-0.18,0.49,133.71,0.511,,1071.04,350,Radial Velocity,2000
GJ 317 b,GJ 317,,,1,15.197,130.24453,-23.45281,M3.5 V,3496,0.403,0.402,,1.138,695.69,0.083,,536.494,,Radial Velocity,2007
GJ 3634 b,GJ 3634,,,1,20.378,164.64335,-31.14434,M2.5,,0.43,0.45,-1.699,0.0287,2.64561,0.08,,8.4,,Radial Velocity,2010
GJ 433 b,GJ 433,56528,,1,9.065,173.86192,-32.54363,,,,0.48,,0.062,7.3705,0.04,,6.043,,Radial Velocity,2013
GJ 436 b,GJ 436,57087,,1,9.753,175.55054,26.70307,,,0.455,0.47,,0.0291,2.64388,0.138,4.17,22.1,,Radial Velocity,2004
GJ 649 b,GJ 649,83043,,1,10.38,254.53632,25.74197,M1.0,3734,0.5,0.51,-1.361,1.112,600.1,0.083,,82,,Radial Velocity,2009
GJ 667 C b,GJ 667 C,,,3,7.244,259.75106,-34.99777,,,,,,,7.203,0.2,,,,Radial Velocity,2012
GJ 667 C c,GJ 667 C,,,3,7.244,259.75106,-34.99777,M1.5 V,3350,,0.33,-1.863,0.125,28.14,0.02,,3.8,,Radial Velocity,2013
GJ 674 b,GJ 674,85523,,1,4.549,262.17005,-46.89898,M2.5,3600,,0.35,-1.796,0.039,4.6938,0.2,,11.09,,Radial Velocity,2007
GJ 676 A b,GJ 676 A,85647,,2,16.027,262.54489,-51.63778,,,,0.626,,1.735,1051.44521,0.319,,1840.862,,Radial Velocity,2010
GJ 832 b,GJ 832,106440,204961,1,4.964,323.39126,-49.01252,M2/3 V,,,0.45,,3.7,3853,0.05,,314.65,,Radial Velocity,2008
GJ 849 b,GJ 849,109388,,1,8.801,332.42299,-4.64083,M3.5,3467,0.45,0.45,-1.59,2.32,1925.31,0.029,,283.821,,Radial Velocity,2006
GJ 179 b,GJ 179,22627,,1,12.356,73.02455,6.47523,M3.5 V,3370,0.38,0.357,-1.796,2.41,2288,0.21,,260.61,,Radial Velocity,2009
GJ 581 b,GJ 581,74995,,1,6.298,229.85647,-7.72269,M3.0 V,3500,0.302,0.295,-1.9078,0.0399,5.3686,0.034,,20.5,,Radial Velocity,2005
GJ 581 c,GJ 581,74995,,1,6.298,229.85647,-7.72269,M3.0 V,3500,0.302,0.295,-1.9078,0.0718,12.9211,0.032,,6.81,,Radial Velocity,2007
GJ 581 e,GJ 581,74995,,1,6.298,229.85647,-7.72269,M3.0 V,3500,0.302,0.295,-1.9078,0.02799,3.1481,0.012,,2.48,,Radial Velocity,2009
GJ 86 b,GJ 86,10138,13445,2,10.784,32.62248,-50.82099,,5182,0.77,0.93,,0.11,15.76491,0.04,,1404.809,,Radial Velocity,1999
GJ 876 b,GJ 876,113020,,1,4.675,343.32397,-14.2666,,,0.3,0.32,-1.9066,0.20832,61.1166,0.032,,723.223,,Radial Velocity,1998
GJ 876 c,GJ 876,113020,,1,4.675,343.32397,-14.2666,,,0.3,0.32,-1.9066,0.12959,30.0881,0.256,,226.985,,Radial Velocity,2000
GJ 876 d,GJ 876,113020,,1,4.675,343.32397,-14.2666,,,0.3,0.32,-1.9066,0.02081,1.93778,0.207,,6.83,,Radial Velocity,2005
GJ 876 e,GJ 876,113020,,1,4.675,343.32397,-14.2666,,,0.3,0.32,-1.9066,0.3343,124.26,0.055,,14.6,,Radial Velocity,2010
GQ Lup b,GQ Lup,,,1,151.169,237.30036,-35.65151,K7e V,,,0.7,,100,,,33.6,6356,2650,Imaging,2004
GSC 06214-00210 b,GSC 06214-00210,,,1,108.5,245.47769,-20.71934,K7,4200,,0.9,-0.42,320,,,,5000,2300,Imaging,2010
HAT-P-12 b,HAT-P-12,,,1,142.751,209.38865,43.49331,K4,4650,0.701,0.733,-0.678,0.0384,3.21306,0,10.749,67.059,963,Transit,2009
HAT-P-13 b,HAT-P-13,,,1,246.81,129.88238,47.35191,,,,,,,2.91625,0.013,14.258,270.462,,Transit,2009
HAT-P-13 c,HAT-P-13,,,1,246.81,129.88238,47.35191,,,,,,,446.27,0.662,,4538.421,,Radial Velocity,2009
HAT-P-14 b,HAT-P-14,,,2,222.663,260.11617,38.24217,,6600,1.82,2.65,,,4.62767,0.11,15.917,1093.335,,Transit,2010
HAT-P-15 b,HAT-P-15,,,1,192.516,66.24814,39.4606,,5568,1.07,1,,,10.8635,0.19,11.882,616.59,,Transit,2010
HAT-P-16 b,HAT-P-16,,,3,226.637,9.57303,42.4631,F8,,,,,,,,14.684,,1566,Transit,2010
HAT-P-17 b,HAT-P-17,,,1,92.383,324.53598,30.48819,,5246,0.87,0.99,,,10.33852,0.35,11.769,184.341,,Transit,2012
Kepler-123 b,Kepler-123,,,1,1021.66,296.99859,42.78196,,6089,1.264,,,0.135,17.23237,,2.94,,,Transit,2014
Kepler-769 b,Kepler-769,,,1,1169.57,292.71309,38.35817,,6186,1.28,1.19,,,7.42609,,2.92,,,Transit,2016
HAT-P-17 c,HAT-P-17,,,1,92.383,324.53598,30.48819,,5337,0.839,0.92,-0.2889,5.6,5584,0.39,,1080.6,,Radial Velocity,2012
HAT-P-18 b,HAT-P-18,,,1,161.4,256.34638,33.01233,K2,4803,0.749,0.77,-0.569,0.0559,5.50802,0.084,11.153,62.61,852,Transit,2010
HAT-P-19 b,HAT-P-19,,,1,202.078,9.51658,34.7114,,4962,0.773,0.807,-0.4854,0.04599,4.00878,,11.299,88.038,981,Transit,2010
HAT-P-1 b,HAT-P-1,,,2,158.979,344.44536,38.67492,,5980,1.174,1.151,,0.05561,4.4653,,14.785,166.861,1322,Transit,2006
HAT-P-20 b,HAT-P-20,,,1,71.037,111.91643,24.33612,K3,4595,0.694,0.756,-0.721,0.0361,2.87532,0.015,9.718,2302.899,970,Transit,2010
HAT-P-21 b,HAT-P-21,,,1,277.278,171.27493,41.02802,,5588,1.21,1.24,,,4.12448,0.23,12.442,1547.832,,Transit,2010
HAT-P-22 b,HAT-P-22,,233731,2,81.765,155.68146,50.12871,,5302,1.11,1.13,,,3.21222,0.02,12.89,785.04,,Transit,2010
HAT-P-23 b,HAT-P-23,,,1,364.813,306.12391,16.76215,G0,5905,1.203,1.13,0.199,0.0232,1.21288,0.106,15.334,664.237,2056,Transit,2010
HAT-P-24 b,HAT-P-24,,,2,415.344,108.82512,14.26261,,6373,1.38,1.37,,,3.35524,0.07,14.572,238.373,,Transit,2010
HAT-P-25 b,HAT-P-25,,,1,300.384,48.43547,25.19735,,5519,0.919,1.012,-0.1518,0.0466,3.65282,0.023,12.722,180.845,1182,Transit,2012
HAT-P-26 b,HAT-P-26,,,1,141.837,213.15655,4.05942,,5079,0.87,1.12,,,4.23452,0.12,7.062,22.248,,Transit,2010
HAT-P-27 b,HAT-P-27,,,2,199.173,222.76732,5.94736,,5316,0.865,0.916,-0.2693,0.04,3.03958,0,11.43,197.05,,Transit,2011
HAT-P-28 b,HAT-P-28,,,1,401.319,13.00092,34.7284,G3,5680,1.103,1.025,0.053,0.0434,3.25721,0.051,13.585,198.953,1384,Transit,2011
HAT-P-29 b,HAT-P-29,,,2,313.576,33.13109,51.77878,,6087,1.3,1.45,,,5.72319,0.09,13.115,279.69,,Transit,2011
HAT-P-2 b,HAT-P-2,80076,147506,1,127.774,245.15143,41.04796,F8,6380,1.39,1.33,0.53,0.06814,5.63352,0.517,,2739.695,,Transit,2007
HAT-P-30 b,HAT-P-30,,,2,213.985,123.94984,5.83687,,6304,1.31,1.55,,,2.8106,0.04,16.141,263.799,,Transit,2011
HAT-P-31 b,HAT-P-31,,,1,344.05,271.53767,26.42661,,6065,1.39,1.31,,,5.00542,0.25,12.218,721.474,,Transit,2011
HAT-P-32 b,HAT-P-32,,,2,289.205,31.04276,46.68785,,6001,1.367,1.132,0.3381,0.03397,2.15001,0.159,22.194,216.124,1836,Transit,2011
HAT-P-33 b,HAT-P-33,,,2,396.11,113.18424,33.83502,,6446,1.79,1.82,,,3.47447,0,20.737,292.404,,Transit,2011
HAT-P-34 b,HAT-P-34,,351766,1,249.325,303.19544,18.10478,,6442,1.53,1.392,,0.06774,5.45265,0.432,13.417,1058.374,,Transit,2011
Kepler-1735 b,Kepler-1735,,,1,245.303,281.05035,47.1882,,3975,0.509,0.535,,,7.71793,,1.194,,,Transit,2021
HAT-P-35 b,HAT-P-35,,,3,506.965,123.2507,4.78703,,6096,1.435,1.236,,0.04978,3.64671,0.02,14.93,335.628,,Transit,2011
HAT-P-36 b,HAT-P-36,,,1,294.419,188.2662,44.91537,,5620,1.041,1.03,,0.0241,1.32735,,14.314,587.413,1781,Transit,2011
HAT-P-37 b,HAT-P-37,,,1,390.594,284.29604,51.26912,,5500,0.877,0.929,-0.208,0.0379,2.79744,0.058,13.204,371.528,1271,Transit,2011
HAT-P-3 b,HAT-P-3,,,2,134.554,206.09401,48.02857,,5185,0.87,1.06,,,2.8997,0,10.536,206.589,,Transit,2007
HAT-P-4 b,HAT-P-4,,,2,320.451,229.99122,36.22955,,5860,1.596,1.248,0.431,0.04438,3.05654,0,14.28,213.255,1686,Transit,2007
HAT-P-5 b,HAT-P-5,,,1,303.336,274.40553,36.62146,,5960,1.12,1.04,,,2.78849,0,13.563,311.473,,Transit,2007
HAT-P-6 b,HAT-P-6,,,1,275.358,354.77409,42.46599,,6570,1.62,1.79,,,3.85298,0,16.589,419.536,,Transit,2007
HAT-P-8 b,HAT-P-8,,,3,211.553,343.04149,35.44718,,6200,1.57,1.27,,,3.07634,0,15.693,406.822,,Transit,2008
HAT-P-9 b,HAT-P-9,,,1,455.203,110.16852,37.14059,,6350,1.338,1.281,0.4183,0.05287,3.92281,0.084,15.614,238.055,1540,Transit,2008
HD 100655 b,HD 100655,56508,100655,2,137.178,173.76536,20.44154,,4891,10.06,2.28,,0.68,157.57001,0.09,,511.706,,Radial Velocity,2011
Kepler-765 b,Kepler-765,,,1,1076.28,283.1846,47.15571,,5901,1.06,1.05,,,27.66552,,2.43,,,Transit,2016
HD 100777 b,HD 100777,56572,100777,1,49.534,173.96463,-4.75554,G8 V,,,1.08,,1.06,383,0.38,,390.929,,Radial Velocity,2007
HD 10180 c,HD 10180,7599,10180,1,38.961,24.47311,-60.51149,,5911,1.109,1.06,,0.06412,5.75969,0.073,,13.222,,Radial Velocity,2010
HD 10180 d,HD 10180,7599,10180,1,38.961,24.47311,-60.51149,,5911,1.109,1.06,,0.12859,16.357,0.131,,12.014,,Radial Velocity,2010
HD 10180 e,HD 10180,7599,10180,1,38.961,24.47311,-60.51149,,5911,1.109,1.06,,0.2699,49.748,0.051,,25.585,,Radial Velocity,2010
HD 10180 f,HD 10180,7599,10180,1,38.961,24.47311,-60.51149,,5911,1.109,1.06,,0.4929,122.744,0.119,,22.947,,Radial Velocity,2010
HD 10180 g,HD 10180,7599,10180,1,38.961,24.47311,-60.51149,,5911,1.109,1.06,,1.427,604.67,0.263,,23.265,,Radial Velocity,2010
HD 10180 h,HD 10180,7599,10180,1,38.961,24.47311,-60.51149,,5911,1.109,1.06,,3.381,2205,0.095,,65.664,,Radial Velocity,2010
HD 101930 b,HD 101930,57172,101930,2,30.027,175.87561,-58.00538,,5108,0.86,0.57,,0.3,70.46,0.11,,79.457,,Radial Velocity,2005
HD 102117 b,HD 102117,57291,102117,1,39.579,176.20973,-58.70401,,5655,1.23,1.06,,0.15,20.8133,0.12,,54.031,,Radial Velocity,2005
HD 102195 b,HD 102195,57370,102195,1,29.339,176.42541,2.82099,,5301,0.82,0.76,,0.05,4.11377,0,,130.31,,Radial Velocity,2006
Kepler-763 d,Kepler-763,,,1,962.459,292.14455,47.15736,,4999,0.843,0.8,,0.0634,6.50327,0,1.67,,804,Transit,2023
HD 102272 b,HD 102272,57428,102272,1,347.097,176.59803,14.12402,,4790,10.3,1.45,,0.51,127.58,0.05,,1570.08,,Radial Velocity,2008
HD 102329 b,HD 102329,57467,102329,1,217.107,176.69416,3.47421,,4745,9.82,3.21,,1.81,778.09998,0.21,,2593.493,,Radial Velocity,2011
HD 102956 b,HD 102956,57820,102956,2,121.89,177.8437,57.64066,,4985,4.55,1.66,,0.0807,6.4947,0.037,,305.117,,Radial Velocity,2010
HD 103197 b,HD 103197,57931,103197,1,57.146,178.2202,-50.29279,,5250,0.88,0.8,,0.25,47.84,0,,28.605,,Radial Velocity,2009
HD 104067 b,HD 104067,58451,104067,1,20.363,179.79235,-20.35561,,4952,0.78,0.82,,0.2674,55.851,0.123,,62.1,,Radial Velocity,2009
HD 104985 b,HD 104985,58952,104985,1,100.576,181.31579,76.90534,G9 III,4738,11.12,1.22,1.7699,0.715,199.68,0.047,,1766.808,,Radial Velocity,2003
HD 106252 b,HD 106252,59610,106252,1,38.185,183.37306,10.04043,G0,,,1.05,0.1232,2.655,1535,0.48,,3178.284,,Radial Velocity,2002
HD 106270 b,HD 106270,59625,106270,1,93.808,183.40493,-9.51356,,5509,2.66,1.39,,3.34,1888,0.185,,3219.618,,Radial Velocity,2011
HD 10647 b,HD 10647,7978,10647,1,17.336,25.62335,-53.74129,F9 V,6218,1.1,1.11,0.149,2.015,989.2,0.15,,298.75,,Radial Velocity,2006
HD 10697 b,HD 10697,8159,10697,1,33.12,26.23241,20.0827,,,,0.99,,2.051,1075.3799,0.104,,1825.289,,Radial Velocity,1999
HD 107148 b,HD 107148,60081,107148,2,49.416,184.80598,-3.31999,,5797,,1.12,,0.269,48.056,0.05,,66.741,,Radial Velocity,2005
HD 108147 b,HD 108147,60644,108147,1,38.92,186.44099,-64.02235,,6256,1.207,1.22,0.303,0.102,10.8985,0.53,,82.95,,Radial Velocity,2002
HD 108863 b,HD 108863,61020,108863,1,164.742,187.58261,21.9481,,4878,5.74,1.59,,1.32,437.7,0.032,,767.242,,Radial Velocity,2011
HD 108874 b,HD 108874,61028,108874,1,59.517,187.6126,22.87944,,5600,1.05,1.1,,1.04,394.48123,0.13,,451.319,,Radial Velocity,2002
HD 108874 c,HD 108874,61028,108874,1,59.517,187.6126,22.87944,G5,5551,,0.95,,2.659,1624,0.239,,314.64,,Radial Velocity,2005
HD 109246 b,HD 109246,61177,109246,1,67.835,188.02718,74.48934,,5844,1.07,1.2,,0.33,68.27,0.12,,273.334,,Radial Velocity,2010
HD 109749 b,HD 109749,61595,109749,2,63.082,189.31735,-40.81215,G3 V,5824,1.22,1.13,0.19,0.0615,5.23989,0,,85.814,,Radial Velocity,2005
HD 110014 b,HD 110014,61740,110014,1,100.758,189.81119,-7.99567,K2 III,4445,20.9,2.17,,2.14,835.477,0.462,,3524.59,,Radial Velocity,2009
HD 111232 b,HD 111232,62534,111232,1,28.957,192.21596,-68.42467,,,,0.96,,2.148,1169.13202,0.214,,2531.503,,Radial Velocity,2003
HD 113538 b,HD 113538,63833,113538,1,16.282,196.23393,-52.44635,K9 V,4462,0.53,0.585,,1.24,663.2,0.14,,114.41,,Radial Velocity,2010
HD 113538 c,HD 113538,63833,113538,1,16.282,196.23393,-52.44635,K9 V,4462,0.53,0.585,,2.44,1818,0.2,,295.57,,Radial Velocity,2010
HD 114386 b,HD 114386,64295,114386,1,27.924,197.66521,-35.05618,,4836,0.76,0.6,,1.73,937.70001,0.23,,362.326,,Radial Velocity,2003
HD 114729 b,HD 114729,64459,114729,2,37.806,198.1834,-31.87468,,5844,1.473,0.936,,2.067,1121.79,0.079,,262.21,,Radial Velocity,2002
HD 114783 b,HD 114783,64457,114783,1,21.063,198.18184,-2.26499,K0,5135,,0.853,,1.16,493.7,0.144,,349.6,,Radial Velocity,2001
HD 11506 b,HD 11506,8770,11506,1,51.261,28.21066,-19.5074,G0 V,6123,,1.22,,2.885,1617.7,0.379,,1525.576,,Radial Velocity,2007
HD 11506 c,HD 11506,8770,11506,1,51.261,28.21066,-19.5074,G0 V,6123,,1.22,,0.771,223.92,0.228,,127.131,,Radial Velocity,2008
HD 116029 b,HD 116029,65117,116029,2,123.245,200.16469,24.64847,,4819,4.89,0.83,,1.65,670,0,,444.962,,Radial Velocity,2011
HD 117207 b,HD 117207,65808,117207,1,32.355,202.33688,-35.5713,,5732,1.074,1.053,,3.787,2621.75,0.157,,612.141,,Radial Velocity,2004
HD 117618 b,HD 117618,66047,117618,1,37.778,203.10664,-47.2719,,5990,,1.077,,0.18,25.8,0.15,,55.302,,Radial Velocity,2004
HD 118203 b,HD 118203,66192,118203,1,92.259,203.50996,53.72819,,5742,2.04,1.27,,0.0713,6.13498,0.314,12.778,680.153,1361,Radial Velocity,2005
HD 11964 b,HD 11964,9094,11964,2,33.537,29.28843,-10.24347,,5303,2.01,0.91,0.4591,3.16,1945,0.041,,198,,Radial Velocity,2005
HD 11964 c,HD 11964,9094,11964,2,33.537,29.28843,-10.24347,,5303,2.01,0.91,0.4591,0.229,37.91,0.3,,25,,Radial Velocity,2008
HD 11977 b,HD 11977,8928,11977,1,67.933,28.73474,-67.64699,,4970,10.09,1.91,,1.93,711,0.4,,2080,,Radial Velocity,2005
HD 121504 b,HD 121504,68162,121504,1,41.659,209.31991,-56.04041,,6027,1.07,1.62,,0.33,63.33,0.03,,479.923,,Radial Velocity,2003
HD 125595 b,HD 125595,70170,125595,1,28.199,215.34343,-40.39424,,4691,0.74,0.29,,0.08,9.6737,0,,6.357,,Radial Velocity,2009
HD 125612 b,HD 125612,70123,125612,2,57.621,215.22272,-17.48181,,,,1.05,,1.349,557.69994,0.446,,945.222,,Radial Velocity,2007
HD 125612 c,HD 125612,70123,125612,2,57.621,215.22272,-17.48181,,,,1.05,,0.051,4.15466,0.149,,15.574,,Radial Velocity,2009
HD 125612 d,HD 125612,70123,125612,2,57.621,215.22272,-17.48181,,,,1.05,,3.982,2822.72698,0.115,,2281.372,,Radial Velocity,2009
Kepler-744 b,Kepler-744,,,1,449.964,296.49605,47.18278,,5594,0.93,0.94,,,12.06222,,1.62,,,Transit,2016
HD 126525 b,HD 126525,70695,126525,1,37.651,216.88525,-51.93291,,5638,0.979,0.897,,1.837,960.41,0.035,,75.326,,Radial Velocity,2018
HD 126614 b,HD 126614,70623,126614,3,73.096,216.70052,-5.17841,,,,0.96,,2.249,1257.25303,0.548,,107.744,,Radial Velocity,2009
HD 12661 b,HD 12661,9683,12661,1,37.848,31.14235,25.41356,,5645,1.2,1.2,,0.84,262.70862,0.38,,772.327,,Radial Velocity,2000
HD 12661 c,HD 12661,9683,12661,1,37.848,31.14235,25.41356,,5748,1.11,1.02,0.063,2.8145,1708,0.031,,575.884,,Radial Velocity,2002
HD 128311 b,HD 128311,71395,128311,1,16.329,219.00323,9.74544,,,0.76,0.828,,1.084,453.019,0.303,,562.241,,Radial Velocity,2002
HD 128311 c,HD 128311,71395,128311,1,16.329,219.00323,9.74544,,,0.76,0.828,,1.74,921.538,0.159,,1204.258,,Radial Velocity,2005
HD 129445 b,HD 129445,72203,129445,1,67.439,221.51042,-68.76299,G6 V,,,0.99,,2.9,1840,0.7,,508.507,,Radial Velocity,2009
HD 130322 b,HD 130322,72339,130322,1,31.877,221.8858,-0.28208,,5387,0.85,0.92,,0.0925,10.70871,0.029,,365.49,,Radial Velocity,1999
HD 131496 b,HD 131496,72845,131496,1,131.849,223.34615,18.23526,,4846,4.44,1.34,,2.01,896,0.181,,572.094,,Radial Velocity,2011
Kepler-764 b,Kepler-764,,,1,1047.84,297.39312,47.16458,,5557,0.89,0.92,,,7.33684,,1.64,,,Transit,2016
HD 13189 b,HD 13189,10085,13189,1,497.823,32.4174,32.31645,,4175,38.41,2.24,,1.25,471.60001,0.27,,3480.238,,Radial Velocity,2005
HD 132406 b,HD 132406,73146,132406,1,70.783,224.22761,53.38096,,,,0.973,,,908,0.25,,1887.901,,Radial Velocity,2007
HD 132563 b,HD 132563,73261,132563,3,105.155,224.58929,44.04286,,6289,1.296,1.231,0.3741,2.62,1544,0.22,,473.547,,Radial Velocity,2011
HD 134060 b,HD 134060,74273,134060,1,24.012,227.68476,-61.42237,G3 IV,5966,,1.095,0.1584,0.0444,3.2696,0.45,,10.1,,Radial Velocity,2019
HD 134060 c,HD 134060,74273,134060,1,24.012,227.68476,-61.42237,G3 IV,5966,,1.095,0.1584,2.3928,1291.5646,0.11,,29.29,,Radial Velocity,2019
HD 134987 b,HD 134987,74500,134987,1,26.18,228.36754,-25.30967,,5736,1.22,1.1,,0.81,258.17999,0.23,,511.706,,Radial Velocity,1999
HD 134987 c,HD 134987,74500,134987,1,26.18,228.36754,-25.30967,G5 V,5585,1.25,1.1,0.2553,5.8,5000,0.12,,260,,Radial Velocity,2009
HD 136352 b,HD 136352,75181,136352,1,14.682,230.44011,-48.31882,,5664,1.058,0.87,0.0162,0.0964,11.57797,0,1.664,4.72,905,Radial Velocity,2019
HD 136352 c,HD 136352,75181,136352,1,14.682,230.44011,-48.31882,,5664,1.058,0.87,0.0162,0.1721,27.59221,0,2.916,11.24,677,Radial Velocity,2019
HD 136352 d,HD 136352,75181,136352,1,14.682,230.44011,-48.31882,,5664,1.058,0.87,0.0162,0.425,107.245,0,2.562,8.82,431,Radial Velocity,2019
Kepler-112 b,Kepler-112,,,1,513.206,296.98114,43.2097,,5544,0.841,,,0.076,8.40888,,2.36,,,Transit,2014
HD 136418 b,HD 136418,74961,136418,1,105.168,229.77564,41.73242,,4989,3.78,1.48,,1.29,464.29999,0.25,,680.156,,Radial Velocity,2009
HD 137388 b,HD 137388,76351,137388,1,40.484,233.91508,-80.20442,,5181,0.88,0.68,,0.89,330,0.36,,63.566,,Radial Velocity,2011
HD 13808 b,HD 13808,10301,13808,1,28.23,33.17807,-53.74376,K2 V,5035,0.781,0.771,,0.10519,14.1815,0.071,,11.2,,Radial Velocity,2021
